,county,state,population 2019,county-state
1590,Pike,Missouri,18302,Pike - Missouri
1591,Platte,Missouri,104418,Platte - Missouri
1592,Polk,Missouri,32149,Polk - Missouri
1593,Pulaski,Missouri,52607,Pulaski - Missouri
1594,Putnam,Missouri,4696,Putnam - Missouri
1595,Ralls,Missouri,10309,Ralls - Missouri
1596,Randolph,Missouri,24748,Randolph - Missouri
1597,Ray,Missouri,23018,Ray - Missouri
1598,Reynolds,Missouri,6270,Reynolds - Missouri
1599,Ripley,Missouri,13288,Ripley - Missouri
1600,St. Charles,Missouri,402022,St. Charles - Missouri
1601,St. Clair,Missouri,9397,St. Clair - Missouri
1602,Ste. Genevieve,Missouri,17894,Ste. Genevieve - Missouri
1603,St. Francois,Missouri,67215,St. Francois - Missouri
1604,St. Louis,Missouri,994205,St. Louis - Missouri
1605,Saline,Missouri,22761,Saline - Missouri
1606,Schuyler,Missouri,4660,Schuyler - Missouri
1607,Scotland,Missouri,4902,Scotland - Missouri
1608,Scott,Missouri,38280,Scott - Missouri
1609,Shannon,Missouri,8166,Shannon - Missouri
1610,Shelby,Missouri,5930,Shelby - Missouri
1611,Stoddard,Missouri,29025,Stoddard - Missouri
1612,Stone,Missouri,31952,Stone - Missouri
1613,Sullivan,Missouri,6089,Sullivan - Missouri
1614,Taney,Missouri,55928,Taney - Missouri
1615,Texas,Missouri,25398,Texas - Missouri
1616,Vernon,Missouri,20563,Vernon - Missouri
1617,Warren,Missouri,35649,Warren - Missouri
1618,Washington,Missouri,24730,Washington - Missouri
1619,Wayne,Missouri,12873,Wayne - Missouri
1620,Webster,Missouri,39592,Webster - Missouri
1621,Worth,Missouri,2013,Worth - Missouri
1622,Wright,Missouri,18289,Wright - Missouri
1623,St. Louis city,Missouri,300576,St. Louis city - Missouri
1624,Montana,Montana,1068778,Montana - Montana
1625,Beaverhead,Montana,9453,Beaverhead - Montana
1626,Big Horn,Montana,13319,Big Horn - Montana
1627,Blaine,Montana,6681,Blaine - Montana
1628,Broadwater,Montana,6237,Broadwater - Montana
1629,Carbon,Montana,10725,Carbon - Montana
1630,Carter,Montana,1252,Carter - Montana
1631,Cascade,Montana,81366,Cascade - Montana
1632,Chouteau,Montana,5635,Chouteau - Montana
1633,Custer,Montana,11402,Custer - Montana
1634,Daniels,Montana,1690,Daniels - Montana
1635,Dawson,Montana,8613,Dawson - Montana
1636,Deer Lodge,Montana,9140,Deer Lodge - Montana
1637,Fallon,Montana,2846,Fallon - Montana
1638,Fergus,Montana,11050,Fergus - Montana
1639,Flathead,Montana,103806,Flathead - Montana
1640,Gallatin,Montana,114434,Gallatin - Montana
1641,Garfield,Montana,1258,Garfield - Montana
1642,Glacier,Montana,13753,Glacier - Montana
1643,Golden Valley,Montana,821,Golden Valley - Montana
1644,Granite,Montana,3379,Granite - Montana
1645,Hill,Montana,16484,Hill - Montana
1646,Jefferson,Montana,12221,Jefferson - Montana
1647,Judith Basin,Montana,2007,Judith Basin - Montana
1648,Lake,Montana,30458,Lake - Montana
1649,Lewis and Clark,Montana,69432,Lewis and Clark - Montana
1650,Liberty,Montana,2337,Liberty - Montana
1651,Lincoln,Montana,19980,Lincoln - Montana
1652,McCone,Montana,1664,McCone - Montana
1653,Madison,Montana,8600,Madison - Montana
1654,Meagher,Montana,1862,Meagher - Montana
1655,Mineral,Montana,4397,Mineral - Montana
1656,Missoula,Montana,119600,Missoula - Montana
1657,Musselshell,Montana,4633,Musselshell - Montana
1658,Park,Montana,16606,Park - Montana
1659,Petroleum,Montana,487,Petroleum - Montana
1660,Phillips,Montana,3954,Phillips - Montana
1661,Pondera,Montana,5911,Pondera - Montana
1662,Powder River,Montana,1682,Powder River - Montana
1663,Powell,Montana,6890,Powell - Montana
1664,Prairie,Montana,1077,Prairie - Montana
1665,Ravalli,Montana,43806,Ravalli - Montana
1666,Richland,Montana,10803,Richland - Montana
1667,Roosevelt,Montana,11004,Roosevelt - Montana
1668,Rosebud,Montana,8937,Rosebud - Montana
1669,Sanders,Montana,12113,Sanders - Montana
1670,Sheridan,Montana,3309,Sheridan - Montana
1671,Silver Bow,Montana,34915,Silver Bow - Montana
1672,Stillwater,Montana,9642,Stillwater - Montana
1673,Sweet Grass,Montana,3737,Sweet Grass - Montana
1674,Teton,Montana,6147,Teton - Montana
1675,Toole,Montana,4736,Toole - Montana
1676,Treasure,Montana,696,Treasure - Montana
1677,Valley,Montana,7396,Valley - Montana
1678,Wheatland,Montana,2126,Wheatland - Montana
1679,Wibaux,Montana,969,Wibaux - Montana
1680,Yellowstone,Montana,161300,Yellowstone - Montana
1681,Nebraska,Nebraska,1934408,Nebraska - Nebraska
1682,Adams,Nebraska,31363,Adams - Nebraska
1683,Antelope,Nebraska,6298,Antelope - Nebraska
1684,Arthur,Nebraska,463,Arthur - Nebraska
1685,Banner,Nebraska,745,Banner - Nebraska
1686,Blaine,Nebraska,465,Blaine - Nebraska
1687,Boone,Nebraska,5192,Boone - Nebraska
1688,Box Butte,Nebraska,10783,Box Butte - Nebraska
1689,Boyd,Nebraska,1919,Boyd - Nebraska
1690,Brown,Nebraska,2955,Brown - Nebraska
1691,Buffalo,Nebraska,49659,Buffalo - Nebraska
1692,Burt,Nebraska,6459,Burt - Nebraska
1693,Butler,Nebraska,8016,Butler - Nebraska
1694,Cass,Nebraska,26248,Cass - Nebraska
1695,Cedar,Nebraska,8402,Cedar - Nebraska
1696,Chase,Nebraska,3924,Chase - Nebraska
1697,Cherry,Nebraska,5689,Cherry - Nebraska
1698,Cheyenne,Nebraska,8910,Cheyenne - Nebraska
1699,Clay,Nebraska,6203,Clay - Nebraska
1700,Colfax,Nebraska,10709,Colfax - Nebraska
1701,Cuming,Nebraska,8846,Cuming - Nebraska
1702,Custer,Nebraska,10777,Custer - Nebraska
1703,Dakota,Nebraska,20026,Dakota - Nebraska
1704,Dawes,Nebraska,8589,Dawes - Nebraska
1705,Dawson,Nebraska,23595,Dawson - Nebraska
1706,Deuel,Nebraska,1794,Deuel - Nebraska
1707,Dixon,Nebraska,5636,Dixon - Nebraska
1708,Dodge,Nebraska,36565,Dodge - Nebraska
1709,Douglas,Nebraska,571327,Douglas - Nebraska
1710,Dundy,Nebraska,1693,Dundy - Nebraska
1711,Fillmore,Nebraska,5462,Fillmore - Nebraska
1712,Franklin,Nebraska,2979,Franklin - Nebraska
1713,Frontier,Nebraska,2627,Frontier - Nebraska
1714,Furnas,Nebraska,4676,Furnas - Nebraska
1715,Gage,Nebraska,21513,Gage - Nebraska
1716,Garden,Nebraska,1837,Garden - Nebraska
1717,Garfield,Nebraska,1969,Garfield - Nebraska
1718,Gosper,Nebraska,1990,Gosper - Nebraska
1719,Grant,Nebraska,623,Grant - Nebraska
1720,Greeley,Nebraska,2356,Greeley - Nebraska
1721,Hall,Nebraska,61353,Hall - Nebraska
1722,Hamilton,Nebraska,9324,Hamilton - Nebraska
1723,Harlan,Nebraska,3380,Harlan - Nebraska
1724,Hayes,Nebraska,922,Hayes - Nebraska
1725,Hitchcock,Nebraska,2762,Hitchcock - Nebraska
1726,Holt,Nebraska,10067,Holt - Nebraska
1727,Hooker,Nebraska,682,Hooker - Nebraska
1728,Howard,Nebraska,6445,Howard - Nebraska
1729,Jefferson,Nebraska,7046,Jefferson - Nebraska
1730,Johnson,Nebraska,5071,Johnson - Nebraska
1731,Kearney,Nebraska,6495,Kearney - Nebraska
1732,Keith,Nebraska,8034,Keith - Nebraska
1733,Keya Paha,Nebraska,806,Keya Paha - Nebraska
1734,Kimball,Nebraska,3632,Kimball - Nebraska
1735,Knox,Nebraska,8332,Knox - Nebraska
1736,Lancaster,Nebraska,319090,Lancaster - Nebraska
1737,Lincoln,Nebraska,34914,Lincoln - Nebraska
1738,Logan,Nebraska,748,Logan - Nebraska
1739,Loup,Nebraska,664,Loup - Nebraska
1740,McPherson,Nebraska,494,McPherson - Nebraska
1741,Madison,Nebraska,35099,Madison - Nebraska
1742,Merrick,Nebraska,7755,Merrick - Nebraska
1743,Morrill,Nebraska,4642,Morrill - Nebraska
1744,Nance,Nebraska,3519,Nance - Nebraska
1745,Nemaha,Nebraska,6972,Nemaha - Nebraska
1746,Nuckolls,Nebraska,4148,Nuckolls - Nebraska
1747,Otoe,Nebraska,16012,Otoe - Nebraska
1748,Pawnee,Nebraska,2613,Pawnee - Nebraska
1749,Perkins,Nebraska,2891,Perkins - Nebraska
1750,Phelps,Nebraska,9034,Phelps - Nebraska
1751,Pierce,Nebraska,7148,Pierce - Nebraska
1752,Platte,Nebraska,33470,Platte - Nebraska
1753,Polk,Nebraska,5213,Polk - Nebraska
1754,Red Willow,Nebraska,10724,Red Willow - Nebraska
1755,Richardson,Nebraska,7865,Richardson - Nebraska
1756,Rock,Nebraska,1357,Rock - Nebraska
1757,Saline,Nebraska,14224,Saline - Nebraska
1758,Sarpy,Nebraska,187196,Sarpy - Nebraska
1759,Saunders,Nebraska,21578,Saunders - Nebraska
1760,Scotts Bluff,Nebraska,35618,Scotts Bluff - Nebraska
1761,Seward,Nebraska,17284,Seward - Nebraska
1762,Sheridan,Nebraska,5246,Sheridan - Nebraska
1763,Sherman,Nebraska,3001,Sherman - Nebraska
1764,Sioux,Nebraska,1166,Sioux - Nebraska
1765,Stanton,Nebraska,5920,Stanton - Nebraska
1766,Thayer,Nebraska,5003,Thayer - Nebraska
1767,Thomas,Nebraska,722,Thomas - Nebraska
1768,Thurston,Nebraska,7224,Thurston - Nebraska
1769,Valley,Nebraska,4158,Valley - Nebraska
1770,Washington,Nebraska,20729,Washington - Nebraska
1771,Wayne,Nebraska,9385,Wayne - Nebraska
1772,Webster,Nebraska,3487,Webster - Nebraska
1773,Wheeler,Nebraska,783,Wheeler - Nebraska
1774,York,Nebraska,13679,York - Nebraska
1775,Nevada,Nevada,3080156,Nevada - Nevada
1776,Churchill,Nevada,24909,Churchill - Nevada
1777,Clark,Nevada,2266715,Clark - Nevada
1778,Douglas,Nevada,48905,Douglas - Nevada
1779,Elko,Nevada,52778,Elko - Nevada
1780,Esmeralda,Nevada,873,Esmeralda - Nevada
1781,Eureka,Nevada,2029,Eureka - Nevada
1782,Humboldt,Nevada,16831,Humboldt - Nevada
1783,Lander,Nevada,5532,Lander - Nevada
1784,Lincoln,Nevada,5183,Lincoln - Nevada
1785,Lyon,Nevada,57510,Lyon - Nevada
1786,Mineral,Nevada,4505,Mineral - Nevada
1787,Nye,Nevada,46523,Nye - Nevada
1788,Pershing,Nevada,6725,Pershing - Nevada
1789,Storey,Nevada,4123,Storey - Nevada
1790,Washoe,Nevada,471519,Washoe - Nevada
1791,White Pine,Nevada,9580,White Pine - Nevada
1792,Carson City,Nevada,55916,Carson City - Nevada
1793,New Hampshire,New Hampshire,1359711,New Hampshire - New Hampshire
1794,Belknap,New Hampshire,61303,Belknap - New Hampshire
1795,Carroll,New Hampshire,48910,Carroll - New Hampshire
1796,Cheshire,New Hampshire,76085,Cheshire - New Hampshire
1797,Coos,New Hampshire,31563,Coos - New Hampshire
1798,Grafton,New Hampshire,89886,Grafton - New Hampshire
1799,Hillsborough,New Hampshire,417025,Hillsborough - New Hampshire
1800,Merrimack,New Hampshire,151391,Merrimack - New Hampshire
1801,Rockingham,New Hampshire,309769,Rockingham - New Hampshire
1802,Strafford,New Hampshire,130633,Strafford - New Hampshire
1803,Sullivan,New Hampshire,43146,Sullivan - New Hampshire
1804,New Jersey,New Jersey,8882190,New Jersey - New Jersey
1805,Atlantic,New Jersey,263670,Atlantic - New Jersey
1806,Bergen,New Jersey,932202,Bergen - New Jersey
1807,Burlington,New Jersey,445349,Burlington - New Jersey
1808,Camden,New Jersey,506471,Camden - New Jersey
1809,Cape May,New Jersey,92039,Cape May - New Jersey
1810,Cumberland,New Jersey,149527,Cumberland - New Jersey
1811,Essex,New Jersey,798975,Essex - New Jersey
1812,Gloucester,New Jersey,291636,Gloucester - New Jersey
1813,Hudson,New Jersey,672391,Hudson - New Jersey
1814,Hunterdon,New Jersey,124371,Hunterdon - New Jersey
1815,Mercer,New Jersey,367430,Mercer - New Jersey
1816,Middlesex,New Jersey,825062,Middlesex - New Jersey
1817,Monmouth,New Jersey,618795,Monmouth - New Jersey
1818,Morris,New Jersey,491845,Morris - New Jersey
1819,Ocean,New Jersey,607186,Ocean - New Jersey
1820,Passaic,New Jersey,501826,Passaic - New Jersey
1821,Salem,New Jersey,62385,Salem - New Jersey
1822,Somerset,New Jersey,328934,Somerset - New Jersey
1823,Sussex,New Jersey,140488,Sussex - New Jersey
1824,Union,New Jersey,556341,Union - New Jersey
1825,Warren,New Jersey,105267,Warren - New Jersey
1826,New Mexico,New Mexico,2096829,New Mexico - New Mexico
1827,Bernalillo,New Mexico,679121,Bernalillo - New Mexico
1828,Catron,New Mexico,3527,Catron - New Mexico
1829,Chaves,New Mexico,64615,Chaves - New Mexico
1830,Cibola,New Mexico,26675,Cibola - New Mexico
1831,Colfax,New Mexico,11941,Colfax - New Mexico
1832,Curry,New Mexico,48954,Curry - New Mexico
1833,De Baca,New Mexico,1748,De Baca - New Mexico
1834,Doña Ana,New Mexico,218195,Doña Ana - New Mexico
1835,Eddy,New Mexico,58460,Eddy - New Mexico
1836,Grant,New Mexico,26998,Grant - New Mexico
1837,Guadalupe,New Mexico,4300,Guadalupe - New Mexico
1838,Harding,New Mexico,625,Harding - New Mexico
1839,Hidalgo,New Mexico,4198,Hidalgo - New Mexico
1840,Lea,New Mexico,71070,Lea - New Mexico
1841,Lincoln,New Mexico,19572,Lincoln - New Mexico
1842,Los Alamos,New Mexico,19369,Los Alamos - New Mexico
1843,Luna,New Mexico,23709,Luna - New Mexico
1844,McKinley,New Mexico,71367,McKinley - New Mexico
1845,Mora,New Mexico,4521,Mora - New Mexico
1846,Otero,New Mexico,67490,Otero - New Mexico
1847,Quay,New Mexico,8253,Quay - New Mexico
1848,Rio Arriba,New Mexico,38921,Rio Arriba - New Mexico
1849,Roosevelt,New Mexico,18500,Roosevelt - New Mexico
1850,Sandoval,New Mexico,146748,Sandoval - New Mexico
1851,San Juan,New Mexico,123958,San Juan - New Mexico
1852,San Miguel,New Mexico,27277,San Miguel - New Mexico
1853,Santa Fe,New Mexico,150358,Santa Fe - New Mexico
1854,Sierra,New Mexico,10791,Sierra - New Mexico
1855,Socorro,New Mexico,16637,Socorro - New Mexico
1856,Taos,New Mexico,32723,Taos - New Mexico
1857,Torrance,New Mexico,15461,Torrance - New Mexico
1858,Union,New Mexico,4059,Union - New Mexico
1859,Valencia,New Mexico,76688,Valencia - New Mexico
1860,New York,New York,19453561,New YorkState - New York
1861,Albany,New York,305506,Albany - New York
1862,Allegany,New York,46091,Allegany - New York
1863,Bronx,New York,1418207,Bronx - New York
1864,Broome,New York,190488,Broome - New York
1865,Cattaraugus,New York,76117,Cattaraugus - New York
1866,Cayuga,New York,76576,Cayuga - New York
1867,Chautauqua,New York,126903,Chautauqua - New York
1868,Chemung,New York,83456,Chemung - New York
1869,Chenango,New York,47207,Chenango - New York
1870,Clinton,New York,80485,Clinton - New York
1871,Columbia,New York,59461,Columbia - New York
1872,Cortland,New York,47581,Cortland - New York
1873,Delaware,New York,44135,Delaware - New York
1874,Dutchess,New York,294218,Dutchess - New York
1875,Erie,New York,918702,Erie - New York
1876,Essex,New York,36885,Essex - New York
1877,Franklin,New York,50022,Franklin - New York
1878,Fulton,New York,53383,Fulton - New York
1879,Genesee,New York,57280,Genesee - New York
1880,Greene,New York,47188,Greene - New York
1881,Hamilton,New York,4416,Hamilton - New York
1882,Herkimer,New York,61319,Herkimer - New York
1883,Jefferson,New York,109834,Jefferson - New York
1884,Kings,New York,2559903,Kings - New York
1885,Lewis,New York,26296,Lewis - New York
1886,Livingston,New York,62914,Livingston - New York
1887,Madison,New York,70941,Madison - New York
1888,Monroe,New York,741770,Monroe - New York
1889,Montgomery,New York,49221,Montgomery - New York
1890,Nassau,New York,1356924,Nassau - New York
1891,New York,New York,1628706,New York - New York
1892,Niagara,New York,209281,Niagara - New York
1893,Oneida,New York,228671,Oneida - New York
1894,Onondaga,New York,460528,Onondaga - New York
1895,Ontario,New York,109777,Ontario - New York
1896,Orange,New York,384940,Orange - New York
1897,Orleans,New York,40352,Orleans - New York
1898,Oswego,New York,117124,Oswego - New York
1899,Otsego,New York,59493,Otsego - New York
1900,Putnam,New York,98320,Putnam - New York
1901,Queens,New York,2253858,Queens - New York
1902,Rensselaer,New York,158714,Rensselaer - New York
1903,Richmond,New York,476143,Richmond - New York
1904,Rockland,New York,325789,Rockland - New York
1905,St. Lawrence,New York,107740,St. Lawrence - New York
1906,Saratoga,New York,229863,Saratoga - New York
1907,Schenectady,New York,155299,Schenectady - New York
1908,Schoharie,New York,30999,Schoharie - New York
1909,Schuyler,New York,17807,Schuyler - New York
1910,Seneca,New York,34016,Seneca - New York
1911,Steuben,New York,95379,Steuben - New York
1912,Suffolk,New York,1476601,Suffolk - New York
1913,Sullivan,New York,75432,Sullivan - New York
1914,Tioga,New York,48203,Tioga - New York
1915,Tompkins,New York,102180,Tompkins - New York
1916,Ulster,New York,177573,Ulster - New York
1917,Warren,New York,63944,Warren - New York
1918,Washington,New York,61204,Washington - New York
1919,Wayne,New York,89918,Wayne - New York
1920,Westchester,New York,967506,Westchester - New York
1921,Wyoming,New York,39859,Wyoming - New York
1922,Yates,New York,24913,Yates - New York
1923,North Carolina,North Carolina,10488084,North Carolina - North Carolina
1924,Alamance,North Carolina,169509,Alamance - North Carolina
1925,Alexander,North Carolina,37497,Alexander - North Carolina
1926,Alleghany,North Carolina,11137,Alleghany - North Carolina
1927,Anson,North Carolina,24446,Anson - North Carolina
1928,Ashe,North Carolina,27203,Ashe - North Carolina
1929,Avery,North Carolina,17557,Avery - North Carolina
1930,Beaufort,North Carolina,46994,Beaufort - North Carolina
1931,Bertie,North Carolina,18947,Bertie - North Carolina
1932,Bladen,North Carolina,32722,Bladen - North Carolina
1933,Brunswick,North Carolina,142820,Brunswick - North Carolina
1934,Buncombe,North Carolina,261191,Buncombe - North Carolina
1935,Burke,North Carolina,90485,Burke - North Carolina
1936,Cabarrus,North Carolina,216453,Cabarrus - North Carolina
1937,Caldwell,North Carolina,82178,Caldwell - North Carolina
1938,Camden,North Carolina,10867,Camden - North Carolina
1939,Carteret,North Carolina,69473,Carteret - North Carolina
1940,Caswell,North Carolina,22604,Caswell - North Carolina
1941,Catawba,North Carolina,159551,Catawba - North Carolina
1942,Chatham,North Carolina,74470,Chatham - North Carolina
1943,Cherokee,North Carolina,28612,Cherokee - North Carolina
1944,Chowan,North Carolina,13943,Chowan - North Carolina
1945,Clay,North Carolina,11231,Clay - North Carolina
1946,Cleveland,North Carolina,97947,Cleveland - North Carolina
1947,Columbus,North Carolina,55508,Columbus - North Carolina
1948,Craven,North Carolina,102139,Craven - North Carolina
1949,Cumberland,North Carolina,335509,Cumberland - North Carolina
1950,Currituck,North Carolina,27763,Currituck - North Carolina
1951,Dare,North Carolina,37009,Dare - North Carolina
1952,Davidson,North Carolina,167609,Davidson - North Carolina
1953,Davie,North Carolina,42846,Davie - North Carolina
1954,Duplin,North Carolina,58741,Duplin - North Carolina
1955,Durham,North Carolina,321488,Durham - North Carolina
1956,Edgecombe,North Carolina,51472,Edgecombe - North Carolina
1957,Forsyth,North Carolina,382295,Forsyth - North Carolina
1958,Franklin,North Carolina,69685,Franklin - North Carolina
1959,Gaston,North Carolina,224529,Gaston - North Carolina
1960,Gates,North Carolina,11562,Gates - North Carolina
1961,Graham,North Carolina,8441,Graham - North Carolina
1962,Granville,North Carolina,60443,Granville - North Carolina
1963,Greene,North Carolina,21069,Greene - North Carolina
1964,Guilford,North Carolina,537174,Guilford - North Carolina
1965,Halifax,North Carolina,50010,Halifax - North Carolina
1966,Harnett,North Carolina,135976,Harnett - North Carolina
1967,Haywood,North Carolina,62317,Haywood - North Carolina
1968,Henderson,North Carolina,117417,Henderson - North Carolina
1969,Hertford,North Carolina,23677,Hertford - North Carolina
1970,Hoke,North Carolina,55234,Hoke - North Carolina
1971,Hyde,North Carolina,4937,Hyde - North Carolina
1972,Iredell,North Carolina,181806,Iredell - North Carolina
1973,Jackson,North Carolina,43938,Jackson - North Carolina
1974,Johnston,North Carolina,209339,Johnston - North Carolina
1975,Jones,North Carolina,9419,Jones - North Carolina
1976,Lee,North Carolina,61779,Lee - North Carolina
1977,Lenoir,North Carolina,55949,Lenoir - North Carolina
1978,Lincoln,North Carolina,86111,Lincoln - North Carolina
1979,McDowell,North Carolina,45756,McDowell - North Carolina
1980,Macon,North Carolina,35858,Macon - North Carolina
1981,Madison,North Carolina,21755,Madison - North Carolina
1982,Martin,North Carolina,22440,Martin - North Carolina
1983,Mecklenburg,North Carolina,1110356,Mecklenburg - North Carolina
1984,Mitchell,North Carolina,14964,Mitchell - North Carolina
1985,Montgomery,North Carolina,27173,Montgomery - North Carolina
1986,Moore,North Carolina,100880,Moore - North Carolina
1987,Nash,North Carolina,94298,Nash - North Carolina
1988,New Hanover,North Carolina,234473,New Hanover - North Carolina
1989,Northampton,North Carolina,19483,Northampton - North Carolina
1990,Onslow,North Carolina,197938,Onslow - North Carolina
1991,Orange,North Carolina,148476,Orange - North Carolina
1992,Pamlico,North Carolina,12726,Pamlico - North Carolina
1993,Pasquotank,North Carolina,39824,Pasquotank - North Carolina
1994,Pender,North Carolina,63060,Pender - North Carolina
1995,Perquimans,North Carolina,13463,Perquimans - North Carolina
1996,Person,North Carolina,39490,Person - North Carolina
1997,Pitt,North Carolina,180742,Pitt - North Carolina
1998,Polk,North Carolina,20724,Polk - North Carolina
1999,Randolph,North Carolina,143667,Randolph - North Carolina
2000,Richmond,North Carolina,44829,Richmond - North Carolina
2001,Robeson,North Carolina,130625,Robeson - North Carolina
2002,Rockingham,North Carolina,91010,Rockingham - North Carolina
2003,Rowan,North Carolina,142088,Rowan - North Carolina
2004,Rutherford,North Carolina,67029,Rutherford - North Carolina
2005,Sampson,North Carolina,63531,Sampson - North Carolina
2006,Scotland,North Carolina,34823,Scotland - North Carolina
2007,Stanly,North Carolina,62806,Stanly - North Carolina
2008,Stokes,North Carolina,45591,Stokes - North Carolina
2009,Surry,North Carolina,71783,Surry - North Carolina
2010,Swain,North Carolina,14271,Swain - North Carolina
2011,Transylvania,North Carolina,34385,Transylvania - North Carolina
2012,Tyrrell,North Carolina,4016,Tyrrell - North Carolina
2013,Union,North Carolina,239859,Union - North Carolina
2014,Vance,North Carolina,44535,Vance - North Carolina
2015,Wake,North Carolina,1111761,Wake - North Carolina
2016,Warren,North Carolina,19731,Warren - North Carolina
2017,Washington,North Carolina,11580,Washington - North Carolina
2018,Watauga,North Carolina,56177,Watauga - North Carolina
2019,Wayne,North Carolina,123131,Wayne - North Carolina
2020,Wilkes,North Carolina,68412,Wilkes - North Carolina
2021,Wilson,North Carolina,81801,Wilson - North Carolina
2022,Yadkin,North Carolina,37667,Yadkin - North Carolina
2023,Yancey,North Carolina,18069,Yancey - North Carolina
2024,North Dakota,North Dakota,762062,North Dakota - North Dakota
2025,Adams,North Dakota,2216,Adams - North Dakota
2026,Barnes,North Dakota,10415,Barnes - North Dakota
2027,Benson,North Dakota,6832,Benson - North Dakota
2028,Billings,North Dakota,928,Billings - North Dakota
2029,Bottineau,North Dakota,6282,Bottineau - North Dakota
2030,Bowman,North Dakota,3024,Bowman - North Dakota
2031,Burke,North Dakota,2115,Burke - North Dakota
2032,Burleigh,North Dakota,95626,Burleigh - North Dakota
2033,Cass,North Dakota,181923,Cass - North Dakota
2034,Cavalier,North Dakota,3762,Cavalier - North Dakota
2035,Dickey,North Dakota,4872,Dickey - North Dakota
2036,Divide,North Dakota,2264,Divide - North Dakota
2037,Dunn,North Dakota,4424,Dunn - North Dakota
2038,Eddy,North Dakota,2287,Eddy - North Dakota
2039,Emmons,North Dakota,3241,Emmons - North Dakota
2040,Foster,North Dakota,3210,Foster - North Dakota
2041,Golden Valley,North Dakota,1761,Golden Valley - North Dakota
2042,Grand Forks,North Dakota,69451,Grand Forks - North Dakota
2043,Grant,North Dakota,2274,Grant - North Dakota
2044,Griggs,North Dakota,2231,Griggs - North Dakota
2045,Hettinger,North Dakota,2499,Hettinger - North Dakota
2046,Kidder,North Dakota,2480,Kidder - North Dakota
2047,LaMoure,North Dakota,4046,LaMoure - North Dakota
2048,Logan,North Dakota,1850,Logan - North Dakota
2049,McHenry,North Dakota,5745,McHenry - North Dakota
2050,McIntosh,North Dakota,2497,McIntosh - North Dakota
2051,McKenzie,North Dakota,15024,McKenzie - North Dakota
2052,McLean,North Dakota,9450,McLean - North Dakota
2053,Mercer,North Dakota,8187,Mercer - North Dakota
2054,Morton,North Dakota,31364,Morton - North Dakota
2055,Mountrail,North Dakota,10545,Mountrail - North Dakota
2056,Nelson,North Dakota,2879,Nelson - North Dakota
2057,Oliver,North Dakota,1959,Oliver - North Dakota
2058,Pembina,North Dakota,6801,Pembina - North Dakota
2059,Pierce,North Dakota,3975,Pierce - North Dakota
2060,Ramsey,North Dakota,11519,Ramsey - North Dakota
2061,Ransom,North Dakota,5218,Ransom - North Dakota
2062,Renville,North Dakota,2327,Renville - North Dakota
2063,Richland,North Dakota,16177,Richland - North Dakota
2064,Rolette,North Dakota,14176,Rolette - North Dakota
2065,Sargent,North Dakota,3898,Sargent - North Dakota
2066,Sheridan,North Dakota,1315,Sheridan - North Dakota
2067,Sioux,North Dakota,4230,Sioux - North Dakota
2068,Slope,North Dakota,750,Slope - North Dakota
2069,Stark,North Dakota,31489,Stark - North Dakota
2070,Steele,North Dakota,1890,Steele - North Dakota
2071,Stutsman,North Dakota,20704,Stutsman - North Dakota
2072,Towner,North Dakota,2189,Towner - North Dakota
2073,Traill,North Dakota,8036,Traill - North Dakota
2074,Walsh,North Dakota,10641,Walsh - North Dakota
2075,Ward,North Dakota,67641,Ward - North Dakota
2076,Wells,North Dakota,3834,Wells - North Dakota
2077,Williams,North Dakota,37589,Williams - North Dakota
2078,Ohio,Ohio,11689100,Ohio - Ohio
2079,Adams,Ohio,27698,Adams - Ohio
2080,Allen,Ohio,102351,Allen - Ohio
2081,Ashland,Ohio,53484,Ashland - Ohio
2082,Ashtabula,Ohio,97241,Ashtabula - Ohio
2083,Athens,Ohio,65327,Athens - Ohio
2084,Auglaize,Ohio,45656,Auglaize - Ohio
2085,Belmont,Ohio,67006,Belmont - Ohio
2086,Brown,Ohio,43432,Brown - Ohio
2087,Butler,Ohio,383134,Butler - Ohio
2088,Carroll,Ohio,26914,Carroll - Ohio
2089,Champaign,Ohio,38885,Champaign - Ohio
2090,Clark,Ohio,134083,Clark - Ohio
2091,Clermont,Ohio,206428,Clermont - Ohio
2092,Clinton,Ohio,41968,Clinton - Ohio
2093,Columbiana,Ohio,101883,Columbiana - Ohio
2094,Coshocton,Ohio,36600,Coshocton - Ohio
2095,Crawford,Ohio,41494,Crawford - Ohio
2096,Cuyahoga,Ohio,1235072,Cuyahoga - Ohio
2097,Darke,Ohio,51113,Darke - Ohio
2098,Defiance,Ohio,38087,Defiance - Ohio
2099,Delaware,Ohio,209177,Delaware - Ohio
2100,Erie,Ohio,74266,Erie - Ohio
2101,Fairfield,Ohio,157574,Fairfield - Ohio
2102,Fayette,Ohio,28525,Fayette - Ohio
2103,Franklin,Ohio,1316756,Franklin - Ohio
2104,Fulton,Ohio,42126,Fulton - Ohio
2105,Gallia,Ohio,29898,Gallia - Ohio
2106,Geauga,Ohio,93649,Geauga - Ohio
2107,Greene,Ohio,168937,Greene - Ohio
2108,Guernsey,Ohio,38875,Guernsey - Ohio
2109,Hamilton,Ohio,817473,Hamilton - Ohio
2110,Hancock,Ohio,75783,Hancock - Ohio
2111,Hardin,Ohio,31365,Hardin - Ohio
2112,Harrison,Ohio,15040,Harrison - Ohio
